   0.0000000000000000e+00	  -4.8380000000000003e-03	   1.6128699999999999e-02	  -1.6138800000000000e-01	   5.5445400000000000e-01	  -3.7941900000000001e-01	  -3.3666799999999997e-02	   4.9240700000000000e-03	  -4.9390200000000002e-02	  -3.6843100000000001e-01	   6.1250499999999997e-01	  -2.2892000000000001e-01	   3.4858199999999999e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2398383668548392e-01	  -1.5146104445332670e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134799999999998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7440749111907322e-01	  -2.6399782843373804e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057100000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.0000000000000001e-04	  -4.8398900000000003e-03	   1.6380200000000001e-02	  -1.6116700000000000e-01	   5.5428999999999995e-01	  -3.7946700000000000e-01	  -3.3887500000000001e-02	   4.9231900000000000e-03	  -4.9160299999999997e-02	  -3.6834499999999998e-01	   6.1261200000000005e-01	  -2.2911200000000001e-01	   3.4762200000000000e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2398314599640854e-01	  -1.5146061274424658e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134756910504615e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7440788375821051e-01	  -2.6399738638447962e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057143176788545e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0000000000000000e-03	  -4.8419300000000004e-03	   1.6632200000000000e-02	  -1.6094500000000000e-01	   5.5412600000000001e-01	  -3.7951499999999999e-01	  -3.4109399999999998e-02	   4.9220799999999997e-03	  -4.8929899999999998e-02	  -3.6825900000000000e-01	   6.1272099999999996e-01	  -2.2930700000000001e-01	   3.4664599999999997e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2398107500999507e-01	  -1.5145931829255860e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134627709446318e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7440906106120790e-01	  -2.6399606092843730e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057272639589743e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.5000000000000000e-03	  -4.8441200000000004e-03	   1.6884500000000000e-02	  -1.6072400000000001e-01	   5.5396199999999995e-01	  -3.7956299999999998e-01	  -3.4332500000000002e-02	   4.9207499999999998e-03	  -4.8698999999999999e-02	  -3.6817299999999997e-01	   6.1283100000000001e-01	  -2.2950300000000001e-01	   3.4565400000000003e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2397762534746244e-01	  -1.5145716211159133e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134412497966859e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7441102210644371e-01	  -2.6399385310321061e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057488287056932e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.0000000000000000e-03	  -4.8464600000000004e-03	   1.7137300000000001e-02	  -1.6050300000000001e-01	   5.5379800000000001e-01	  -3.7961200000000000e-01	  -3.4556799999999999e-02	   4.9191900000000004e-03	  -4.8467600000000000e-02	  -3.6808800000000003e-01	   6.1294099999999996e-01	  -2.2970099999999999e-01	   3.4464200000000000e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2397279863002981e-01	  -1.5145414521467335e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134111377207998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7441376597229624e-01	  -2.6399076394639920e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057790017843452e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.5000000000000001e-03	  -4.8489400000000004e-03	   1.7390400000000000e-02	  -1.6028200000000001e-01	   5.5363399999999996e-01	  -3.7966100000000003e-01	  -3.4782399999999998e-02	   4.9174099999999997e-03	  -4.8235599999999997e-02	  -3.6800200000000000e-01	   6.1305200000000004e-01	  -2.2990200000000000e-01	   3.4361000000000003e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2396659647891612e-01	  -1.5145026861513319e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8133724448311508e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7441729173714379e-01	  -2.6398679449560247e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7058177730602647e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.0000000000000001e-03	  -4.8515700000000004e-03	   1.7643900000000001e-02	  -1.6006000000000001e-01	   5.5347000000000002e-01	  -3.7971100000000002e-01	  -3.5009400000000003e-02	   4.9154200000000002e-03	  -4.8003100000000000e-02	  -3.6791600000000002e-01	   6.1316400000000004e-01	  -2.3010500000000000e-01	   3.4255500000000001e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2395902051534042e-01	  -1.5144553332629943e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8133251812419129e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7442159847936467e-01	  -2.6398194578841999e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7058651323987853e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.5000000000000001e-03	  -4.8543600000000003e-03	   1.7897900000000001e-02	  -1.5983900000000001e-01	   5.5330599999999996e-01	  -3.7976100000000002e-01	  -3.5237600000000001e-02	   4.9132100000000003e-03	  -4.7770000000000000e-02	  -3.6783100000000002e-01	   6.1327600000000004e-01	  -2.3030900000000001e-01	   3.4147600000000000e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2395007236052170e-01	  -1.5143994036150063e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8132693570672633e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7442668527733721e-01	  -2.6397621886245143e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7059210696652413e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.0000000000000001e-03	  -4.8572900000000002e-03	   1.8152100000000001e-02	  -1.5961800000000001e-01	   5.5314300000000005e-01	  -3.7981100000000001e-01	  -3.5467199999999997e-02	   4.9107999999999999e-03	  -4.7536200000000001e-02	  -3.6774499999999999e-01	   6.1338999999999999e-01	  -2.3051600000000000e-01	   3.4037100000000001e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2393975363567890e-01	  -1.5143349073406542e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8132049824213805e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7443255120943965e-01	  -2.6396961475529612e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7059855747249666e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.4999999999999997e-03	  -4.8603700000000001e-03	   1.8406800000000001e-02	  -1.5939700000000001e-01	   5.5298000000000003e-01	  -3.7986199999999998e-01	  -3.5698100000000003e-02	   4.9081899999999998e-03	  -4.7301900000000001e-02	  -3.6765900000000001e-01	   6.1350400000000005e-01	  -2.3072500000000001e-01	   3.3923900000000000e-02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -3.2392806596203116e-01	  -1.5142618545732225e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8131320674184361e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7443919535405036e-01	  -2.6396213450455369e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7060586374432954e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
